               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.020668,            0.016039,                   0,             0.95345,             0.95488,             0.97913,             0.68091,            0.024642,            0.014543,                   0,           0.0019014,           0.0019014,           0.0019014
                 161,            0.020584,            0.015923,                   0,             0.95284,              0.9555,             0.97867,             0.68079,            0.024648,            0.014552,                   0,           0.0018594,           0.0018594,           0.0018594
                 162,            0.020551,            0.015867,                   0,             0.95224,             0.95489,              0.9784,             0.68063,            0.024652,            0.014559,                   0,           0.0018183,           0.0018183,           0.0018183
                 163,            0.020446,            0.015673,                   0,             0.95229,             0.95484,             0.97833,             0.68068,             0.02466,            0.014566,                   0,           0.0017781,           0.0017781,           0.0017781
                 164,            0.020508,            0.015781,                   0,             0.95198,             0.95489,             0.97834,             0.68072,            0.024671,            0.014576,                   0,           0.0017389,           0.0017389,           0.0017389
                 165,            0.020469,            0.015686,                   0,              0.9517,             0.95519,             0.97839,             0.68066,            0.024679,            0.014584,                   0,           0.0017005,           0.0017005,           0.0017005
                 166,            0.020269,            0.015647,                   0,             0.95086,              0.9558,             0.97844,             0.68053,             0.02469,            0.014593,                   0,           0.0016631,           0.0016631,           0.0016631
                 167,            0.020343,            0.015773,                   0,              0.9512,              0.9561,              0.9786,             0.68087,              0.0247,            0.014602,                   0,           0.0016267,           0.0016267,           0.0016267
                 168,             0.02029,            0.015609,                   0,             0.95118,              0.9561,             0.97855,             0.68059,            0.024712,            0.014611,                   0,           0.0015912,           0.0015912,           0.0015912
                 169,             0.02034,            0.015467,                   0,             0.95093,             0.95635,             0.97852,             0.68082,            0.024721,            0.014622,                   0,           0.0015566,           0.0015566,           0.0015566
                 170,            0.020156,            0.015546,                   0,             0.95092,             0.95607,             0.97861,             0.68093,            0.024733,            0.014631,                   0,           0.0015231,           0.0015231,           0.0015231
                 171,            0.020023,            0.015549,                   0,              0.9506,             0.95549,             0.97838,             0.68102,            0.024743,            0.014641,                   0,           0.0014905,           0.0014905,           0.0014905
                 172,            0.019982,            0.015355,                   0,              0.9509,             0.95579,             0.97857,             0.68081,            0.024753,            0.014651,                   0,           0.0014589,           0.0014589,           0.0014589
                 173,             0.02004,            0.015489,                   0,             0.94898,             0.95728,             0.97855,             0.68072,            0.024763,            0.014662,                   0,           0.0014283,           0.0014283,           0.0014283
                 174,            0.019783,            0.015494,                   0,             0.95254,             0.95396,             0.97781,             0.68056,            0.024774,            0.014673,                   0,           0.0013987,           0.0013987,           0.0013987
                 175,            0.019829,            0.015349,                   0,             0.94899,              0.9576,             0.97777,             0.68012,            0.024781,            0.014685,                   0,           0.0013701,           0.0013701,           0.0013701
                 176,            0.019759,            0.015153,                   0,             0.95374,             0.95277,             0.97757,             0.68033,             0.02479,            0.014695,                   0,           0.0013425,           0.0013425,           0.0013425
                 177,            0.019742,            0.015125,                   0,             0.95359,             0.95307,              0.9773,             0.67994,            0.024798,            0.014705,                   0,            0.001316,            0.001316,            0.001316
                 178,            0.019884,            0.015111,                   0,             0.94874,             0.95814,             0.97728,             0.67976,            0.024806,            0.014717,                   0,           0.0012905,           0.0012905,           0.0012905
                 179,            0.019958,             0.01518,                   0,             0.95337,              0.9533,             0.97753,             0.68008,            0.024814,            0.014728,                   0,            0.001266,            0.001266,            0.001266
                 180,            0.019713,            0.015212,                   0,             0.95388,             0.95307,             0.97731,              0.6802,            0.024821,             0.01474,                   0,           0.0012426,           0.0012426,           0.0012426
                 181,             0.01957,            0.015206,                   0,              0.9538,             0.95307,             0.97755,             0.68038,             0.02483,             0.01475,                   0,           0.0012202,           0.0012202,           0.0012202
                 182,            0.019432,            0.015134,                   0,             0.95337,             0.95335,             0.97744,             0.68069,            0.024843,            0.014762,                   0,           0.0011989,           0.0011989,           0.0011989
                 183,            0.019534,            0.015167,                   0,             0.95333,             0.95307,             0.97743,             0.68022,             0.02485,            0.014773,                   0,           0.0011787,           0.0011787,           0.0011787
                 184,             0.01962,            0.014954,                   0,             0.95336,             0.95302,             0.97728,              0.6799,            0.024858,            0.014784,                   0,           0.0011595,           0.0011595,           0.0011595
                 185,            0.019444,            0.015059,                   0,             0.95301,             0.95338,             0.97746,             0.68007,            0.024867,            0.014797,                   0,           0.0011414,           0.0011414,           0.0011414
                 186,            0.019419,            0.015142,                   0,             0.95218,             0.95368,             0.97746,             0.67993,            0.024878,             0.01481,                   0,           0.0011243,           0.0011243,           0.0011243
                 187,            0.019315,            0.015068,                   0,             0.95278,             0.95307,             0.97733,             0.67934,            0.024885,            0.014823,                   0,           0.0011084,           0.0011084,           0.0011084
                 188,            0.019346,            0.015065,                   0,             0.95274,             0.95307,             0.97725,             0.67948,            0.024896,            0.014835,                   0,           0.0010935,           0.0010935,           0.0010935
                 189,            0.019349,            0.015176,                   0,             0.95249,             0.95368,             0.97734,             0.67885,            0.024903,            0.014849,                   0,           0.0010797,           0.0010797,           0.0010797
                 190,            0.019295,            0.014739,                   0,              0.9536,             0.95307,             0.97724,             0.67893,            0.024912,            0.014861,                   0,            0.001067,            0.001067,            0.001067
                 191,            0.019226,            0.014849,                   0,             0.95369,             0.95398,             0.97749,             0.67891,            0.024921,            0.014874,                   0,           0.0010554,           0.0010554,           0.0010554
                 192,            0.019111,            0.014952,                   0,             0.95365,             0.95398,             0.97746,             0.67887,            0.024931,            0.014887,                   0,           0.0010449,           0.0010449,           0.0010449
                 193,            0.019256,            0.015022,                   0,             0.95284,             0.95422,              0.9774,             0.67881,            0.024943,            0.014901,                   0,           0.0010355,           0.0010355,           0.0010355
                 194,            0.019063,            0.014742,                   0,             0.95311,             0.95398,             0.97733,             0.67891,            0.024954,            0.014912,                   0,           0.0010272,           0.0010272,           0.0010272
                 195,            0.019086,            0.014856,                   0,             0.95365,             0.95368,             0.97729,             0.67885,            0.024964,            0.014925,                   0,             0.00102,             0.00102,             0.00102
                 196,            0.019255,            0.015046,                   0,             0.95368,             0.95366,             0.97754,             0.67887,            0.024974,            0.014938,                   0,           0.0010139,           0.0010139,           0.0010139
                 197,            0.019028,            0.014708,                   0,             0.95366,              0.9533,             0.97735,             0.67865,            0.024985,            0.014953,                   0,           0.0010089,           0.0010089,           0.0010089
                 198,            0.019194,            0.014842,                   0,             0.95255,             0.95428,             0.97729,             0.67807,            0.024998,            0.014967,                   0,            0.001005,            0.001005,            0.001005
                 199,            0.019099,            0.014756,                   0,             0.95223,             0.95368,             0.97715,             0.67775,            0.025005,             0.01498,                   0,           0.0010022,           0.0010022,           0.0010022
